X,Species,Order,Clade_old,Clade,Family
1738,Ximeniaceae_Ximenia_americana,Santalales,NA,,Ximeniaceae
125,Xyridaceae_Abolboda_spp,Poales,Abolbodoideae,,Xyridaceae
124,Xyridaceae_Orectanthe_sceptrum,Poales,Abolbodoideae,,Xyridaceae
123,Xyridaceae_Xyris_spp,Poales,Xyridoideae,,Xyridaceae
271,Zingiberaceae_Alpinia_spp,Zingiberales,Alpinioideae,Alpinieae,Zingiberaceae
270,Zingiberaceae_Amomum_spp,Zingiberales,Alpinioideae,Alpinieae,Zingiberaceae
272,Zingiberaceae_Curcuma_spp,Zingiberales,Zingiberoideae,Zingibereae,Zingiberaceae
269,Zingiberaceae_Renealmia_alpinia,Zingiberales,Alpinioideae,Alpinieae,Zingiberaceae
268,Zingiberaceae_Siphonochilus_decorus,Zingiberales,Siphonochiloideae,Siphonochiloideae,Zingiberaceae
273,Zingiberaceae_Zingiber_spp,Zingiberales,Zingiberoideae,Zingibereae,Zingiberaceae
49,Zosteraceae_Phyllospadix_spp,Alismatales,NA,,Zosteraceae
48,Zosteraceae_Zostera_marina,Alismatales,NA,,Zosteraceae
700,Zygophyllaceae_Balanites_spp,Zygophyllales,Tribuloideae,MorkillioideaeTribuloideae,Zygophyllaceae
705,Zygophyllaceae_Guaiacum_spp,Zygophyllales,Larreoideae,Larreoideae,Zygophyllaceae
706,Zygophyllaceae_Larrea_tridentata,Zygophyllales,Larreoideae,Larreoideae,Zygophyllaceae
698,Zygophyllaceae_Morkilia_mexicana,Zygophyllales,Morkillioideae,MorkillioideaeTribuloideae,Zygophyllaceae
703,Zygophyllaceae_Seetzenia_lanata,Zygophyllales,Seetzenioideae,Seetzenioideae,Zygophyllaceae
702,Zygophyllaceae_Sericodes_gregii,Zygophyllales,Morkillioideae,MorkillioideaeTribuloideae,Zygophyllaceae
701,Zygophyllaceae_Tribulus_spp,Zygophyllales,Tribuloideae,MorkillioideaeTribuloideae,Zygophyllaceae
699,Zygophyllaceae_Viscainoa_geniculata,Zygophyllales,Morkillioideae,MorkillioideaeTribuloideae,Zygophyllaceae
704,Zygophyllaceae_Zygophyllum_spp,Zygophyllales,Zygophylloideae,Zygophylloideae,Zygophyllaceae
